x-axis,1
second,Volt
-250.0000E-06,-4.4597993E-03
-249.7500E-06,-4.4597993E-03
-249.5000E-06,-8.4798997E-03
-249.2500E-06,-10.4899500E-03
-249.0000E-06,-4.4597993E-03
-248.7500E-06,-10.4899500E-03
-248.5000E-06,-439.6988E-06
-248.2500E-06,-4.4597993E-03
-248.0000E-06,-4.4597993E-03
-247.7500E-06,-4.4597993E-03
-247.5000E-06,-8.4798997E-03
-247.2500E-06,-4.4597993E-03
-247.0000E-06,-4.4597993E-03
-246.7500E-06,-2.4497490E-03
-246.5000E-06,-4.4597993E-03
-246.2500E-06,-4.4597993E-03
-246.0000E-06,-4.4597993E-03
-245.7500E-06,-4.4597993E-03
-245.5000E-06,-56.7211052E-03
-245.2500E-06,+104.0829131E-03
-245.0000E-06,-189.3844204E-03
-244.7500E-06,+182.4748721E-03
-244.5000E-06,-257.7261282E-03
-244.2500E-06,+264.8869315E-03
-244.0000E-06,-342.1482379E-03
-243.7500E-06,+317.1482375E-03
-243.5000E-06,-366.2688406E-03
-243.2500E-06,+345.2889407E-03
-243.0000E-06,-446.6708498E-03
-242.7500E-06,+329.2085389E-03
-242.5000E-06,-382.3492425E-03
-242.2500E-06,+349.3090412E-03
-242.0000E-06,-334.1080369E-03
-241.7500E-06,+216.6457260E-03
-241.5000E-06,-197.4246213E-03
-241.2500E-06,+140.2638173E-03
-241.0000E-06,-92.9020094E-03
-240.7500E-06,+11.6206026E-03
-240.5000E-06,-439.6988E-06
-240.2500E-06,-4.4597993E-03
-240.0000E-06,-4.4597993E-03
-239.7500E-06,-6.4698495E-03
-239.5000E-06,-439.6988E-06
-239.2500E-06,-439.6988E-06
-239.0000E-06,-4.4597993E-03
-238.7500E-06,-4.4597993E-03
-238.5000E-06,-4.4597993E-03
-238.2500E-06,-4.4597993E-03
-238.0000E-06,+3.5804017E-03
-237.7500E-06,-6.4698495E-03
-237.5000E-06,-8.4798997E-03
-237.2500E-06,-4.4597993E-03
-237.0000E-06,-12.5000002E-03
-236.7500E-06,-10.4899500E-03
-236.5000E-06,-439.6988E-06
-236.2500E-06,-4.4597993E-03
-236.0000E-06,-4.4597993E-03
-235.7500E-06,-4.4597993E-03
-235.5000E-06,-4.4597993E-03
-235.2500E-06,-18.5301509E-03
-235.0000E-06,+3.5804017E-03
-234.7500E-06,-36.6206029E-03
-234.5000E-06,+104.0829131E-03
-234.2500E-06,-155.2135665E-03
-234.0000E-06,+148.3040182E-03
-233.7500E-06,-117.0226121E-03
-233.5000E-06,+124.1834154E-03
-233.2500E-06,-183.3542697E-03
-233.0000E-06,+27.7010044E-03
-232.7500E-06,-113.0025117E-03
-232.5000E-06,+47.8015067E-03
-232.2500E-06,-100.9422103E-03
-232.0000E-06,+148.3040182E-03
-231.7500E-06,-143.1532651E-03
-231.5000E-06,+96.0427122E-03
-231.2500E-06,-88.8819089E-03
-231.0000E-06,+11.6206026E-03
-230.7500E-06,-44.6608039E-03
-230.5000E-06,+3.5804017E-03
-230.2500E-06,-6.4698495E-03
-230.0000E-06,-4.4597993E-03
-229.7500E-06,-4.4597993E-03
-229.5000E-06,-4.4597993E-03
-229.2500E-06,-4.4597993E-03
-229.0000E-06,+3.5804017E-03
-228.7500E-06,-6.4698495E-03
-228.5000E-06,-8.4798997E-03
-228.2500E-06,-4.4597993E-03
-228.0000E-06,-4.4597993E-03
-227.7500E-06,-4.4597993E-03
-227.5000E-06,-4.4597993E-03
-227.2500E-06,-4.4597993E-03
-227.0000E-06,-4.4597993E-03
-226.7500E-06,-4.4597993E-03
-226.5000E-06,-4.4597993E-03
-226.2500E-06,-4.4597993E-03
-226.0000E-06,-12.5000002E-03
-225.7500E-06,-12.5000002E-03
-225.5000E-06,-8.4798997E-03
-225.2500E-06,-6.4698495E-03
-225.0000E-06,+19.6608035E-03
-224.7500E-06,-58.7311555E-03
-224.5000E-06,+100.0628127E-03
-224.2500E-06,-82.8517582E-03
-224.0000E-06,+100.0628127E-03
-223.7500E-06,-131.0929637E-03
-223.5000E-06,+152.3241187E-03
-223.2500E-06,-229.5854250E-03
-223.0000E-06,+43.7814062E-03
-222.7500E-06,-125.0628131E-03
-222.5000E-06,+228.7060274E-03
-222.2500E-06,-84.8618085E-03
-222.0000E-06,+83.9824108E-03
-221.7500E-06,-117.0226121E-03
-221.5000E-06,+120.1633150E-03
-221.2500E-06,-115.0125619E-03
-221.0000E-06,+59.8618081E-03
-220.7500E-06,-38.6306532E-03
-220.5000E-06,-439.6988E-06
-220.2500E-06,-4.4597993E-03
-220.0000E-06,+3.5804017E-03
-219.7500E-06,-4.4597993E-03
-219.5000E-06,-4.4597993E-03
-219.2500E-06,-4.4597993E-03
-219.0000E-06,-12.5000002E-03
-218.7500E-06,-4.4597993E-03
-218.5000E-06,-4.4597993E-03
-218.2500E-06,-4.4597993E-03
-218.0000E-06,-4.4597993E-03
-217.7500E-06,-6.4698495E-03
-217.5000E-06,-8.4798997E-03
-217.2500E-06,-10.4899500E-03
-217.0000E-06,-4.4597993E-03
-216.7500E-06,-4.4597993E-03
-216.5000E-06,-8.4798997E-03
-216.2500E-06,-4.4597993E-03
-216.0000E-06,-4.4597993E-03
-215.7500E-06,-4.4597993E-03
-215.5000E-06,-4.4597993E-03
-215.2500E-06,-4.4597993E-03
-215.0000E-06,-4.4597993E-03
-214.7500E-06,+53.8316574E-03
-214.5000E-06,-121.0427126E-03
-214.2500E-06,+184.4849223E-03
-214.0000E-06,-253.7060278E-03
-213.7500E-06,+236.7462283E-03
-213.5000E-06,-301.9472333E-03
-213.2500E-06,+367.3994932E-03
-213.0000E-06,-318.0276351E-03
-212.7500E-06,+421.6708494E-03
-212.5000E-06,-342.1482379E-03
-212.2500E-06,+403.5803974E-03
-212.0000E-06,-366.2688406E-03
-211.7500E-06,+391.5200960E-03
-211.5000E-06,-285.8668314E-03
-211.2500E-06,+266.8969818E-03
-211.0000E-06,-245.6658268E-03
-210.7500E-06,+192.5251232E-03
-210.5000E-06,-137.1231144E-03
-210.2500E-06,+55.8417076E-03
-210.0000E-06,+3.5804017E-03
-209.7500E-06,-10.4899500E-03
-209.5000E-06,-8.4798997E-03
-209.2500E-06,+1.5703514E-03
-209.0000E-06,-4.4597993E-03
-208.7500E-06,-2.4497490E-03
-208.5000E-06,-8.4798997E-03
-208.2500E-06,-10.4899500E-03
-208.0000E-06,-4.4597993E-03
-207.7500E-06,-4.4597993E-03
-207.5000E-06,-4.4597993E-03
